datetime,open,high,low,close,volume
1.56289524e+18,3918.661,3920.35,3917.676,3920.35,5748.0
1.5628953e+18,3920.35,3921.965,3919.438,3920.629,4108.0
1.56289536e+18,3920.629,3922.038,3920.349,3921.26,2822.0
1.56289542e+18,3921.26,3921.26,3919.424,3920.542,2502.0
1.56289548e+18,3920.542,3921.247,3918.722,3920.546,2272.0
1.56289554e+18,3920.546,3921.26,3919.635,3921.126,1498.0
1.5628956e+18,3921.126,3921.964,3920.482,3920.555,2522.0
1.56289566e+18,3920.555,3921.26,3919.644,3920.348,1978.0
1.56289572e+18,3920.348,3920.348,3916.69,3917.601,5948.0
1.56289578e+18,3917.601,3919.921,3916.69,3917.743,7078.0
1.56289584e+18,3917.743,3917.95,3915.277,3915.981,13704.0
1.5628959e+18,3915.981,3915.981,3912.591,3913.162,17888.0
1.56289596e+18,3913.162,3914.0,3911.455,3912.867,10478.0
1.56289602e+18,3912.867,3913.986,3912.163,3913.281,4426.0
1.56289608e+18,3913.281,3913.986,3909.487,3909.695,14084.0
1.56289614e+18,3909.695,3912.088,3909.207,3910.969,11600.0
1.5628962e+18,3910.969,3910.969,3905.697,3909.483,32618.0
1.56289626e+18,3909.483,3911.172,3909.064,3910.965,9118.0
1.56289632e+18,3910.965,3911.172,3909.35,3910.054,3332.0
1.56289638e+18,3910.054,3910.896,3908.574,3910.19,4036.0
1.56289644e+18,3910.19,3912.649,3909.271,3912.151,6150.0
1.5628965e+18,3912.151,3912.86,3911.169,3911.242,7178.0
1.56289656e+18,3911.242,3911.242,3908.286,3908.773,6488.0
1.56289662e+18,3908.773,3909.478,3907.372,3908.283,5594.0
1.56289668e+18,3908.283,3909.475,3907.579,3908.49,4324.0
1.56289674e+18,3908.49,3911.944,3908.49,3911.871,4866.0
1.5628968e+18,3911.871,3911.871,3909.972,3910.883,3122.0
1.56289686e+18,3910.883,3911.868,3909.972,3911.868,3418.0
1.56289692e+18,3911.868,3916.24,3911.164,3914.624,15424.0
1.56289698e+18,3914.624,3914.831,3911.95,3912.655,6500.0
1.56289704e+18,3912.655,3913.773,3912.655,3913.069,1184.0
1.5628971e+18,3913.069,3913.847,3912.728,3912.733,1972.0
1.56289716e+18,3912.733,3913.498,3911.385,3911.385,3924.0
1.56289722e+18,3911.385,3913.571,3911.178,3912.867,1822.0
1.56289728e+18,3912.867,3914.266,3912.443,3913.355,2092.0
1.56289734e+18,3913.355,3913.355,3912.093,3912.167,902.0
1.5628974e+18,3912.167,3913.991,3912.167,3913.784,1894.0
1.56289746e+18,3913.784,3913.784,3912.873,3913.577,2504.0
1.56289752e+18,3913.577,3914.843,3913.08,3914.065,3018.0
1.56289758e+18,3914.065,3914.065,3912.376,3912.376,1886.0
1.56289764e+18,3912.376,3913.154,3912.238,3912.942,2244.0
1.5628986e+18,3913.149,3915.957,3913.149,3915.055,11126.0
1.56289866e+18,3915.055,3916.956,3914.351,3915.34,6844.0
1.56289872e+18,3915.34,3916.251,3913.444,3913.444,2376.0
1.56289878e+18,3913.444,3913.504,3912.105,3912.809,3846.0
1.56289884e+18,3912.809,3912.943,3909.712,3909.712,3308.0
1.5628989e+18,3909.712,3912.031,3909.007,3909.712,7564.0
1.56289896e+18,3909.712,3911.608,3908.022,3909.007,10614.0
1.56289902e+18,3909.007,3910.904,3909.007,3910.888,1400.0
1.56289908e+18,3910.888,3913.789,3910.183,3913.582,2792.0
1.56289914e+18,3913.582,3913.582,3911.759,3913.168,1534.0
1.5628992e+18,3913.168,3917.952,3912.463,3916.055,18428.0
1.56289926e+18,3916.055,3917.257,3915.278,3915.982,4340.0
1.56289932e+18,3915.982,3916.686,3913.235,3915.701,4392.0
1.56289938e+18,3915.701,3915.908,3913.308,3914.293,2896.0
1.56289944e+18,3914.293,3915.908,3914.293,3915.131,2018.0
1.5628995e+18,3915.131,3916.967,3914.219,3914.219,4790.0
1.56289956e+18,3914.219,3917.391,3914.012,3916.686,6536.0
1.56289962e+18,3916.686,3919.287,3916.686,3916.686,11396.0
1.56289968e+18,3916.686,3916.686,3915.071,3915.908,1862.0
1.56289974e+18,3915.908,3916.893,3915.071,3915.775,3920.0
1.5628998e+18,3915.775,3918.375,3915.775,3916.967,3728.0
1.56289986e+18,3916.967,3917.676,3916.262,3916.971,1534.0
1.56289992e+18,3916.971,3917.676,3915.356,3916.06,1288.0
1.56289998e+18,3916.06,3916.06,3913.313,3915.002,5088.0
1.56290004e+18,3915.002,3915.706,3913.386,3914.795,1296.0
1.5629001e+18,3914.795,3916.691,3914.795,3915.987,2514.0
1.56290016e+18,3915.987,3916.971,3915.987,3915.987,1038.0
1.56290022e+18,3915.987,3915.987,3912.671,3913.375,3990.0
1.56290028e+18,3913.375,3914.36,3912.671,3913.655,3170.0
1.56290034e+18,3913.655,3915.271,3912.878,3914.006,3030.0
1.5629004e+18,3914.006,3916.682,3913.301,3915.978,3950.0
1.56290046e+18,3915.978,3915.978,3913.17,3913.303,2534.0
1.56290052e+18,3913.303,3914.008,3913.096,3913.303,1688.0
1.56290058e+18,3913.303,3914.008,3913.303,3914.008,1026.0
1.56290064e+18,3914.008,3915.904,3913.23,3914.008,3910.0
1.5629007e+18,3914.008,3914.008,3911.327,3911.474,4160.0
1.56290076e+18,3911.474,3913.016,3911.4,3912.312,1400.0
1.56290082e+18,3912.312,3912.312,3910.611,3911.6,7014.0
1.56290088e+18,3911.6,3912.023,3908.995,3909.7,8618.0
1.56290094e+18,3909.7,3913.008,3908.995,3912.728,9298.0
1.562901e+18,3912.728,3912.935,3910.334,3910.758,4304.0
1.56290106e+18,3910.758,3913.358,3910.758,3912.654,2506.0
1.56290112e+18,3912.654,3913.358,3911.246,3912.654,4570.0
1.56290118e+18,3912.654,3912.654,3908.365,3908.365,10338.0
1.56290124e+18,3908.365,3908.365,3905.603,3906.307,28740.0
1.5629013e+18,3906.307,3906.583,3903.202,3905.602,31786.0
1.56290136e+18,3905.602,3909.892,3905.261,3909.196,8836.0
1.56290142e+18,3909.196,3909.196,3906.794,3907.572,5264.0
1.56290148e+18,3907.572,3907.572,3905.602,3907.218,5330.0
1.56290154e+18,3907.218,3908.211,3906.513,3907.507,3070.0
1.5629016e+18,3907.507,3907.917,3904.626,3907.213,8096.0
1.56290166e+18,3907.213,3909.887,3907.14,3909.183,5050.0
1.56290172e+18,3909.183,3909.976,3909.065,3909.198,4526.0
1.56290178e+18,3909.198,3909.687,3908.205,3908.982,2244.0
1.56290184e+18,3908.982,3908.982,3908.071,3908.982,1606.0
1.5629019e+18,3908.982,3908.982,3902.01,3902.01,15262.0
1.56290196e+18,3902.01,3905.384,3901.589,3904.679,12140.0
1.56290202e+18,3904.679,3905.384,3903.414,3903.414,7608.0
1.56290208e+18,3903.414,3903.621,3901.516,3902.427,12352.0
1.56290214e+18,3902.427,3903.835,3900.813,3901.442,16120.0
1.5629094e+18,3900.945,3911.243,3897.783,3911.17,42382.0
1.56290946e+18,3911.17,3912.933,3908.289,3909.408,24088.0
1.56290952e+18,3909.408,3911.667,3908.289,3909.201,13144.0
1.56290958e+18,3909.201,3911.801,3907.658,3911.801,11862.0
1.56290964e+18,3911.801,3912.712,3902.44,3902.794,17950.0
1.5629097e+18,3902.794,3906.944,3899.98,3900.685,20510.0
1.56290976e+18,3900.685,3904.047,3899.55,3901.654,12928.0
1.56290982e+18,3901.654,3904.339,3899.831,3904.058,7244.0
1.56290988e+18,3904.058,3904.836,3898.857,3900.54,10454.0
1.56290994e+18,3900.54,3902.228,3898.845,3901.243,7858.0
1.56291e+18,3901.243,3904.617,3899.841,3904.617,7284.0
1.56291006e+18,3904.617,3907.922,3903.913,3907.218,13798.0
1.56291012e+18,3907.218,3910.89,3906.306,3908.713,16158.0
1.56291018e+18,3908.713,3908.787,3907.802,3908.009,3412.0
1.56291024e+18,3908.009,3908.58,3905.699,3906.956,6636.0
1.5629103e+18,3906.956,3907.867,3904.128,3905.951,6582.0
1.56291036e+18,3905.951,3906.655,3904.128,3905.822,3868.0
1.56291042e+18,3905.822,3906.729,3904.133,3906.729,4802.0
1.56291048e+18,3906.729,3907.216,3905.32,3906.512,1978.0
1.56291054e+18,3906.512,3907.083,3905.601,3907.083,2108.0
1.5629106e+18,3907.083,3907.083,3906.171,3907.083,1654.0
1.56291066e+18,3907.083,3907.083,3905.393,3906.305,2350.0
1.56291072e+18,3906.305,3907.083,3905.601,3906.378,746.0
1.56291078e+18,3906.378,3907.083,3904.482,3904.482,2106.0
1.56291084e+18,3904.482,3910.387,3904.482,3908.979,13476.0
1.5629109e+18,3908.979,3910.521,3907.713,3909.255,8406.0
1.56291096e+18,3909.255,3910.167,3908.551,3909.329,3708.0
1.56291102e+18,3909.329,3910.24,3907.64,3908.56,3148.0
1.56291108e+18,3908.56,3913.636,3907.856,3912.021,20820.0
1.56291114e+18,3912.021,3912.859,3911.109,3911.947,4142.0
1.5629112e+18,3911.947,3914.624,3911.245,3911.245,19194.0
1.56291126e+18,3911.245,3912.934,3908.571,3909.069,9796.0
1.56291132e+18,3909.069,3910.187,3909.069,3909.069,2424.0
1.56291138e+18,3909.069,3909.773,3906.882,3906.882,7448.0
1.56291144e+18,3906.882,3909.276,3906.882,3908.572,3684.0
1.5629115e+18,3908.572,3909.483,3907.661,3907.661,1804.0
1.56291156e+18,3907.661,3908.572,3906.883,3906.883,2654.0
1.56291162e+18,3906.883,3908.966,3906.883,3908.262,2188.0
1.56291168e+18,3908.262,3908.966,3907.35,3907.35,2926.0
1.56291174e+18,3907.35,3908.055,3906.232,3906.439,2490.0
1.5629118e+18,3906.439,3908.893,3906.232,3908.478,4558.0
1.56291186e+18,3908.478,3908.478,3906.172,3906.379,3074.0
1.56291192e+18,3906.379,3908.772,3906.172,3908.068,3508.0
1.56291198e+18,3908.068,3909.26,3908.068,3908.349,1502.0
1.56291204e+18,3908.349,3909.053,3906.452,3906.452,2852.0
1.5629121e+18,3906.452,3906.452,3903.572,3904.476,11276.0
1.56291216e+18,3904.476,3907.284,3903.698,3905.461,6520.0
1.56291222e+18,3905.461,3906.372,3904.757,3905.741,6124.0
1.56291228e+18,3905.741,3905.741,3904.052,3904.757,3848.0
1.56291234e+18,3904.757,3905.667,3904.682,3904.963,1600.0
1.5629124e+18,3904.963,3909.045,3904.963,3908.341,5764.0
1.56291246e+18,3908.341,3910.722,3907.637,3908.118,8862.0
1.56291252e+18,3908.118,3908.615,3901.229,3901.229,26914.0
1.56291258e+18,3901.229,3901.229,3893.051,3897.343,76990.0
1.56291264e+18,3897.343,3900.739,3896.928,3900.739,12776.0
1.5629127e+18,3900.739,3900.812,3898.131,3899.043,7600.0
1.56291276e+18,3899.043,3903.406,3899.043,3900.786,11504.0
1.56291282e+18,3900.786,3902.76,3900.081,3900.73,9834.0
1.56291288e+18,3900.73,3900.73,3896.634,3898.25,13326.0
1.56291294e+18,3898.25,3898.25,3893.655,3895.698,25982.0
1.562913e+18,3895.698,3898.025,3894.994,3895.91,14096.0
1.56291306e+18,3895.91,3898.23,3894.72,3894.72,8676.0
1.56291312e+18,3894.72,3895.425,3879.008,3882.392,149156.0
1.56291318e+18,3882.392,3885.983,3878.095,3885.279,52986.0
1.56291324e+18,3885.279,3889.575,3884.294,3885.417,32706.0
1.5629133e+18,3885.417,3887.104,3884.299,3885.074,18400.0
1.56291336e+18,3885.074,3887.965,3882.881,3887.965,18662.0
1.56291342e+18,3887.965,3889.079,3885.282,3885.356,12182.0
1.56291348e+18,3885.356,3885.987,3883.382,3884.781,10686.0
1.56291354e+18,3884.781,3887.887,3883.662,3886.479,14556.0
1.5629136e+18,3886.479,3888.099,3884.578,3888.099,14200.0
1.56291366e+18,3888.099,3888.792,3886.198,3888.087,8250.0
1.56291372e+18,3888.087,3892.11,3886.969,3891.406,26242.0
1.56291378e+18,3891.406,3891.406,3888.596,3889.714,7956.0
1.56291384e+18,3889.714,3889.714,3886.203,3886.907,15468.0
1.5629139e+18,3886.907,3888.803,3886.203,3887.404,12086.0
1.56291396e+18,3887.404,3887.404,3881.761,3884.302,25950.0
1.56291402e+18,3884.302,3884.509,3880.709,3882.044,18838.0
1.56291408e+18,3882.044,3882.398,3880.003,3881.692,16456.0
1.56291414e+18,3881.692,3882.396,3879.294,3880.132,15186.0
1.5629142e+18,3880.132,3880.132,3875.979,3875.979,40432.0
1.56291426e+18,3875.979,3878.861,3875.141,3877.383,41824.0
1.56291432e+18,3877.383,3880.117,3876.886,3880.117,20102.0
1.56291438e+18,3880.117,3881.329,3879.413,3881.188,18846.0
1.56291444e+18,3881.188,3883.651,3879.78,3882.947,16048.0
1.5629145e+18,3882.947,3887.163,3882.947,3885.621,29672.0
1.56291456e+18,3885.621,3889.421,3884.932,3889.421,28362.0
1.56291462e+18,3889.421,3889.628,3885.629,3886.333,14712.0
1.56291468e+18,3886.333,3886.611,3883.595,3884.854,19048.0
1.56291474e+18,3884.854,3887.117,3882.796,3883.714,32044.0
1.5629364e+18,3876.438,3878.796,3869.784,3876.163,58690.0
1.56293646e+18,3876.163,3876.296,3872.187,3873.621,21376.0
1.56293652e+18,3873.621,3877.207,3868.996,3869.699,33840.0
1.56293658e+18,3869.699,3872.917,3869.699,3870.813,19290.0
1.56293664e+18,3870.813,3875.521,3870.037,3874.601,15312.0
1.5629367e+18,3874.601,3874.601,3870.66,3872.349,12732.0
1.56293676e+18,3872.349,3874.608,3871.646,3874.608,8062.0
1.56293682e+18,3874.608,3875.594,3873.622,3875.386,10356.0
1.56293688e+18,3875.386,3876.299,3874.53,3875.388,9286.0
1.56293694e+18,3875.388,3878.119,3873.906,3877.208,16950.0
1.562937e+18,3877.208,3877.283,3874.405,3875.036,8444.0
1.56293706e+18,3875.036,3875.318,3872.569,3872.569,9320.0
1.56293712e+18,3872.569,3873.421,3870.463,3871.805,10820.0
1.56293718e+18,3871.805,3873.906,3870.742,3873.906,9598.0
1.56293724e+18,3873.906,3875.102,3872.59,3873.501,9718.0
1.5629373e+18,3873.501,3875.115,3872.159,3874.908,8836.0
1.56293736e+18,3874.908,3877.087,3873.501,3877.012,9816.0
1.56293742e+18,3877.012,3878.497,3876.105,3876.808,15338.0
1.56293748e+18,3876.808,3878.209,3875.402,3877.506,4738.0
1.56293754e+18,3877.506,3878.001,3875.609,3875.892,4764.0
1.5629376e+18,3875.892,3882.078,3875.892,3879.404,24856.0
1.56293766e+18,3879.404,3879.404,3877.374,3877.864,8728.0
1.56293772e+18,3877.864,3881.093,3877.864,3880.049,7634.0
1.56293778e+18,3880.049,3880.395,3878.567,3879.272,5400.0
1.56293784e+18,3879.272,3879.272,3877.168,3878.079,4768.0
1.5629379e+18,3878.079,3878.079,3876.182,3876.96,2982.0
1.56293796e+18,3876.96,3878.574,3876.182,3876.96,4796.0
1.56293802e+18,3876.96,3878.5,3876.886,3877.722,3580.0
1.56293808e+18,3877.722,3878.633,3877.019,3877.797,2572.0
1.56293814e+18,3877.797,3878.782,3877.797,3878.079,3476.0
1.5629382e+18,3878.079,3878.079,3874.989,3876.033,6692.0
1.56293826e+18,3876.033,3876.811,3874.003,3874.917,5420.0
1.56293832e+18,3874.917,3875.62,3872.92,3872.92,8070.0
1.56293838e+18,3872.92,3873.698,3871.023,3871.306,10760.0
1.56293844e+18,3871.306,3873.202,3871.098,3873.202,7684.0
1.5629385e+18,3873.202,3873.202,3871.023,3871.801,5628.0
1.56293856e+18,3871.801,3871.935,3870.033,3871.438,6274.0
1.56293862e+18,3871.438,3872.632,3870.735,3871.513,4032.0
1.56293868e+18,3871.513,3873.127,3870.809,3872.424,5614.0
1.56293874e+18,3872.424,3872.632,3871.513,3871.928,2328.0
1.5629388e+18,3871.928,3872.635,3871.017,3872.345,4748.0
1.56293886e+18,3872.345,3872.345,3871.227,3872.345,2496.0
1.56293892e+18,3872.345,3873.056,3870.456,3870.456,4536.0
1.56293898e+18,3870.456,3870.531,3864.548,3865.251,42326.0
1.56293904e+18,3865.251,3865.88,3863.476,3864.268,21184.0
1.5629391e+18,3864.268,3864.76,3861.096,3861.8,27464.0
1.56293916e+18,3861.8,3863.065,3859.476,3863.062,35078.0
1.56293922e+18,3863.062,3863.973,3862.151,3862.856,10518.0
1.56293928e+18,3862.856,3868.125,3861.945,3866.02,15196.0
1.56293934e+18,3866.02,3868.698,3865.315,3868.698,10780.0
1.5629394e+18,3868.698,3868.698,3864.335,3865.038,8290.0
1.56293946e+18,3865.038,3866.231,3863.631,3864.127,7108.0
1.56293952e+18,3864.127,3865.248,3862.646,3864.47,6856.0
1.56293958e+18,3864.47,3864.545,3863.343,3863.551,2936.0
1.56293964e+18,3863.551,3864.462,3859.053,3859.964,22660.0
1.5629397e+18,3859.964,3859.964,3856.287,3857.887,35938.0
1.56293976e+18,3857.887,3858.095,3856.266,3857.255,17068.0
1.56293982e+18,3857.255,3860.632,3855.64,3860.632,18964.0
1.56293988e+18,3860.632,3860.632,3856.061,3856.061,11226.0
1.56293994e+18,3856.061,3858.159,3855.565,3856.061,10520.0
1.56294e+18,3856.061,3859.646,3855.773,3858.941,14036.0
1.56294006e+18,3858.941,3860.63,3858.238,3859.927,5522.0
1.56294012e+18,3859.927,3862.105,3859.431,3862.105,8262.0
1.56294018e+18,3862.105,3863.034,3861.328,3862.826,6582.0
1.56294024e+18,3862.826,3863.034,3859.241,3859.944,8372.0
1.5629403e+18,3859.944,3860.93,3858.258,3859.243,4954.0
1.56294036e+18,3859.243,3860.23,3858.615,3859.319,3786.0
1.56294042e+18,3859.319,3859.452,3857.555,3858.259,8112.0
1.56294048e+18,3858.259,3858.467,3856.852,3858.259,9112.0
1.56294054e+18,3858.259,3861.066,3857.555,3859.452,4794.0
1.5629406e+18,3859.452,3860.156,3856.852,3857.481,5760.0
1.56294066e+18,3857.481,3859.303,3856.852,3858.467,4994.0
1.56294072e+18,3858.467,3858.751,3856.572,3858.751,6336.0
1.56294078e+18,3858.751,3860.083,3857.632,3859.38,4398.0
1.56294084e+18,3859.38,3862.261,3859.38,3861.979,7664.0
1.5629409e+18,3861.979,3862.261,3860.365,3861.35,3838.0
1.56294096e+18,3861.35,3862.052,3860.437,3861.348,2566.0
1.56294102e+18,3861.348,3861.348,3859.734,3860.437,3114.0
1.56294108e+18,3860.437,3860.437,3856.846,3856.846,9106.0
1.56294114e+18,3856.846,3857.757,3854.871,3856.491,14386.0
1.5629412e+18,3856.491,3858.462,3855.788,3858.255,6670.0
1.56294126e+18,3858.255,3858.462,3856.566,3856.981,3316.0
1.56294132e+18,3856.981,3858.313,3854.738,3854.871,10284.0
1.56294138e+18,3854.871,3855.649,3852.769,3854.307,14512.0
1.56294144e+18,3854.307,3854.381,3850.796,3852.693,28216.0
1.5629415e+18,3852.693,3853.675,3851.778,3852.689,8234.0
1.56294156e+18,3852.689,3852.972,3850.081,3850.081,13902.0
1.56294162e+18,3850.081,3851.201,3849.0,3849.0,17590.0
1.56294168e+18,3849.0,3852.302,3848.297,3851.392,14284.0
1.56294174e+18,3851.392,3852.171,3847.603,3847.736,11118.0
1.5629418e+18,3847.736,3851.188,3847.736,3849.501,10064.0
1.56294186e+18,3849.501,3849.501,3846.091,3846.772,17114.0
1.56294192e+18,3846.772,3849.372,3846.351,3848.386,10564.0
1.56294198e+18,3848.386,3850.224,3846.846,3849.521,9288.0
1.56294204e+18,3849.521,3850.432,3847.832,3848.715,7472.0
1.5629421e+18,3848.715,3848.922,3847.1,3848.01,9208.0
1.56294216e+18,3848.01,3848.789,3846.396,3848.16,10050.0
1.56294222e+18,3848.16,3848.863,3847.093,3848.009,7740.0
1.56294228e+18,3848.009,3848.505,3846.891,3848.505,4446.0
1.56294234e+18,3848.505,3850.406,3846.816,3850.406,11900.0
1.5629424e+18,3850.406,3850.474,3848.711,3849.489,6370.0
1.56294246e+18,3849.489,3851.464,3848.786,3850.76,5758.0
1.56294252e+18,3850.76,3852.244,3850.474,3852.169,7322.0
1.56294258e+18,3852.169,3852.451,3851.391,3852.377,4458.0
1.56294264e+18,3852.377,3852.377,3850.041,3850.877,8826.0
1.5629427e+18,3850.877,3851.784,3849.183,3850.591,9164.0
1.56294276e+18,3850.591,3851.369,3849.962,3850.096,2618.0
1.56294282e+18,3850.096,3850.799,3849.036,3849.739,3632.0
1.56294288e+18,3849.739,3850.096,3849.11,3849.818,2770.0
1.56294294e+18,3849.818,3850.878,3849.114,3849.961,2488.0
1.562943e+18,3849.961,3851.575,3849.961,3851.575,6582.0
1.56294306e+18,3851.575,3853.605,3850.664,3852.694,8048.0
1.56294312e+18,3852.694,3854.522,3852.492,3854.389,9812.0
1.56294318e+18,3854.389,3854.884,3852.7,3852.7,7510.0
1.56294324e+18,3852.7,3853.973,3851.581,3853.27,7054.0
1.5629433e+18,3853.27,3857.772,3853.195,3857.146,21256.0
1.56294336e+18,3857.146,3859.746,3856.293,3857.872,20374.0
1.56294342e+18,3857.872,3857.872,3854.992,3854.992,7698.0
1.56294348e+18,3854.992,3855.408,3852.733,3853.648,9062.0
1.56294354e+18,3853.648,3854.208,3851.033,3852.165,20270.0
1.5631524e+18,3852.404,3859.01,3852.053,3854.232,54034.0
1.56315246e+18,3854.232,3857.812,3854.232,3854.929,22544.0
1.56315252e+18,3854.929,3856.411,3849.231,3850.914,28118.0
1.56315258e+18,3850.914,3851.617,3844.424,3846.113,41834.0
1.56315264e+18,3846.113,3846.82,3842.803,3843.922,30894.0
1.5631527e+18,3843.922,3850.821,3843.507,3850.613,25818.0
1.56315276e+18,3850.613,3853.426,3847.872,3849.696,27690.0
1.56315282e+18,3849.696,3851.874,3848.082,3851.874,12940.0
1.56315288e+18,3851.874,3857.303,3851.874,3857.303,17636.0
1.56315294e+18,3857.303,3862.167,3855.894,3861.123,35284.0
1.563153e+18,3861.123,3866.123,3860.627,3864.514,38910.0
1.56315306e+18,3864.514,3869.021,3862.842,3864.031,30474.0
1.56315312e+18,3864.031,3868.893,3864.031,3867.48,19708.0
1.56315318e+18,3867.48,3868.962,3864.813,3865.087,20504.0
1.56315324e+18,3865.087,3865.79,3862.834,3863.612,11360.0
1.5631533e+18,3863.612,3868.39,3862.983,3866.494,19022.0
1.56315336e+18,3866.494,3868.392,3863.896,3867.407,17738.0
1.56315342e+18,3867.407,3868.958,3865.371,3868.043,12490.0
1.56315348e+18,3868.043,3870.649,3867.34,3870.649,20256.0
1.56315354e+18,3870.649,3871.352,3868.752,3869.034,17286.0
1.5631536e+18,3869.034,3870.441,3867.188,3867.683,12080.0
1.56315366e+18,3867.683,3869.729,3867.683,3868.179,6332.0
1.56315372e+18,3868.179,3876.142,3866.911,3875.519,33518.0
1.56315378e+18,3875.519,3882.987,3873.906,3879.331,58446.0
1.56315384e+18,3879.331,3884.946,3878.486,3879.396,33982.0
1.5631539e+18,3879.396,3881.789,3875.319,3875.319,31158.0
1.56315396e+18,3875.319,3876.222,3872.002,3872.631,21488.0
1.56315402e+18,3872.631,3874.318,3870.942,3873.542,14816.0
1.56315408e+18,3873.542,3876.638,3872.631,3875.525,7954.0
1.56315414e+18,3875.525,3876.932,3874.614,3876.932,8928.0
1.5631542e+18,3876.932,3879.391,3875.523,3878.688,15370.0
1.56315426e+18,3878.688,3880.308,3875.033,3875.737,10548.0
1.56315432e+18,3875.737,3877.356,3874.83,3876.519,6640.0
1.56315438e+18,3876.519,3877.222,3873.978,3873.978,8146.0
1.56315444e+18,3873.978,3874.681,3872.205,3873.398,8754.0
1.5631545e+18,3873.398,3876.885,3872.983,3875.974,5468.0
1.56315456e+18,3875.974,3879.874,3875.974,3878.164,8504.0
1.56315462e+18,3878.164,3878.867,3873.101,3874.086,9264.0
1.56315468e+18,3874.086,3875.701,3874.086,3874.998,3214.0
1.56315474e+18,3874.998,3878.385,3874.79,3878.177,5468.0
1.5631548e+18,3878.177,3878.385,3874.998,3874.998,5456.0
1.56315486e+18,3874.998,3875.983,3874.998,3875.072,2070.0
1.56315492e+18,3875.072,3876.686,3874.368,3875.983,3834.0
1.56315498e+18,3875.983,3876.686,3874.784,3874.993,4224.0
1.56315504e+18,3874.993,3876.4,3873.518,3875.415,6278.0
1.5631551e+18,3875.415,3876.267,3874.082,3875.068,4848.0
1.56315516e+18,3875.068,3878.573,3875.068,3878.573,5216.0
1.56315522e+18,3878.573,3879.846,3877.532,3879.143,6840.0
1.56315528e+18,3879.143,3880.759,3878.159,3880.063,6686.0
1.56315534e+18,3880.063,3880.761,3878.786,3879.983,8316.0
1.5631554e+18,3879.983,3880.479,3877.879,3879.072,9072.0
1.56315546e+18,3879.072,3882.45,3879.072,3881.043,14486.0
1.56315552e+18,3881.043,3884.64,3881.043,3884.64,12036.0
1.56315558e+18,3884.64,3884.715,3881.411,3884.011,14200.0
1.56315564e+18,3884.011,3885.982,3883.026,3885.0,17526.0
1.5631557e+18,3885.0,3896.554,3883.104,3895.851,67222.0
1.56315576e+18,3895.851,3899.322,3893.344,3894.326,49892.0
1.56315582e+18,3894.326,3895.946,3890.876,3891.021,22926.0
1.56315588e+18,3891.021,3893.264,3890.946,3891.65,9904.0
1.56315594e+18,3891.65,3894.451,3890.872,3894.038,15436.0
1.563156e+18,3894.038,3896.35,3893.539,3894.524,13108.0
1.56315606e+18,3894.524,3894.524,3889.463,3890.241,17496.0
1.56315612e+18,3890.241,3897.009,3890.241,3895.038,28684.0
1.56315618e+18,3895.038,3899.185,3895.038,3898.274,17604.0
1.56315624e+18,3898.274,3904.778,3898.274,3904.075,57950.0
1.5631563e+18,3904.075,3909.152,3904.0,3907.471,55152.0
1.56315636e+18,3907.471,3913.472,3907.471,3908.968,55198.0
